characterName,actorName,episode,season,characterType,firstName
Trudy,Mary K. DeVault,17,10,other,Trudy
Bank Manager,Shannon Cochran,18,10,other,Bank
Bank President,Michael Winters,18,10,other,Bank
Bank Teller,Bridget Sienna,18,10,other,Bank
Customs Officer,Sal Rendino,18,10,other,Customs
Daphne Moon,Jane Leeves,18,10,main,Daphne
Frasier Crane,Kelsey Grammer,18,10,main,Frasier
Niles Crane,David Hyde Pierce,18,10,main,Niles
Martin Crane,John Mahoney,18,10,main,Martin
Mr. Michaels,J. Kenneth Campbell,18,10,other,Mr.
Mrs. Michaels,Sarah Brooke,18,10,other,Mrs.
Petyr,John Vickery,18,10,other,Petyr
Robert,François Giroday,18,10,other,Robert
Roz Doyle,Peri Gilpin,18,10,main,Roz
Teller,Devlin Elliott,18,10,other,Teller
Vladimir,Oleg Shtefanko,18,10,other,Vladimir
Customer,Elizabeth Liang,19,10,recurring,Customer
Daphne Moon,Jane Leeves,19,10,main,Daphne
Frasier Crane,Kelsey Grammer,19,10,main,Frasier
Niles Crane,David Hyde Pierce,19,10,main,Niles
Gertrude Moon,Millicent Martin,19,10,recurring,Gertrude
James the Waiter,James Aaron Oliver,19,10,recurring,James
Kid,Haley Darwish,19,10,other,Kid
Kid,William Turner,19,10,other,Kid
Martin Crane,John Mahoney,19,10,main,Martin
Mr. Grant,Timothy Carhart,19,10,other,Mr.
Mrs. Grant,Dale Dickey,19,10,other,Mrs.
Principal,Holmes Osborne,19,10,other,Principal
Roz Doyle,Peri Gilpin,19,10,main,Roz
Sandy,Misha Henson,19,10,other,Sandy
Team Leader Ronnie,Jordan Lund,19,10,other,Team
Avery McManus,John Hannah,20,10,other,Avery
Ben,Elvis Costello,20,10,other,Ben
Coffee Guy,Matt Besser,20,10,other,Coffee
Daphne Moon,Jane Leeves,20,10,main,Daphne
Frasier Crane,Kelsey Grammer,20,10,main,Frasier
Niles Crane,David Hyde Pierce,20,10,main,Niles
Evelyn,Alex Borstein,20,10,other,Evelyn
James the Barista,James Aaron Oliver,20,10,recurring,James
Julia Wilcox,Felicity Huffman,20,10,recurring,Julia
Martin Crane,John Mahoney,20,10,main,Martin
Maureen Nervosa,Amy Hill,20,10,other,Maureen
Roz Doyle,Peri Gilpin,20,10,main,Roz
Steve,Kevin Daniels,20,10,other,Steve
Bebe Glazer,Harriet Sansom Harris,21,10,recurring,Bebe
Daphne Moon,Jane Leeves,21,10,main,Daphne
Frasier Crane,Kelsey Grammer,21,10,main,Frasier
Niles Crane,David Hyde Pierce,21,10,main,Niles
Phil,Phil McGraw,21,10,other,Phil
Gertrude Moon,Millicent Martin,21,10,recurring,Gertrude
Martin Crane,John Mahoney,21,10,main,Martin
Mildred,Lillian Adams,21,10,other,Mildred
Old Daphne,Jean Sincere,21,10,other,Old
Old Frasier,Jack Axelrod,21,10,other,Old
Old Niles,John O'Leary,21,10,other,Old
Roz Doyle,Peri Gilpin,21,10,main,Roz
Supervisor,Steve Susskind,21,10,other,Supervisor
Admissions Officer,David St. James,22,10,other,Admissions
Daphne Moon,Jane Leeves,22,10,main,Daphne
Dean of Admissions,Linden Chiles,22,10,other,Dean
Frasier Crane,Kelsey Grammer,22,10,main,Frasier
Niles Crane,David Hyde Pierce,22,10,main,Niles
Leland Barton,David Ogden Stiers,22,10,other,Leland
Martin Crane,John Mahoney,22,10,main,Martin
Roz Doyle,Peri Gilpin,22,10,main,Roz
Waitress,Amita Balla,22,10,recurring,Waitress
Daphne Moon,Jane Leeves,23,10,main,Daphne
Frasier Crane,Kelsey Grammer,23,10,main,Frasier
Niles Crane,David Hyde Pierce,23,10,main,Niles
Ernie,Bill Paxton,23,10,other,Ernie
Gertrude Moon,Millicent Martin,23,10,recurring,Gertrude
Julia Wilcox,Felicity Huffman,23,10,recurring,Julia
Kenny Daly,Tom McGowan,23,10,recurring,Kenny
Martin Crane,John Mahoney,23,10,main,Martin
Mitch,Keith Sellon-Wright,23,10,other,Mitch
Red,Dennis Cockrum,23,10,other,Red
Roz Doyle,Peri Gilpin,23,10,main,Roz
Wayne,Dan Gerrity,23,10,other,Wayne
Woody Wiswell Jr,David Alan Basche,23,10,other,Woody
Alice May Doyle,Ashley Thomas,24,10,recurring,Alice
Bulldog Briscoe,Dan Butler,24,10,recurring,Bulldog
Daphne Moon,Jane Leeves,24,10,main,Daphne
Frasier Crane,Kelsey Grammer,24,10,main,Frasier
Niles Crane,David Hyde Pierce,24,10,main,Niles
Gertrude Moon,Millicent Martin,24,10,recurring,Gertrude
Gil Chesterton,Edward Hibbert,24,10,recurring,Gil
Julia Wilcox,Felicity Huffman,24,10,recurring,Julia
Kenny Daly,Tom McGowan,24,10,recurring,Kenny
Martin Crane,John Mahoney,24,10,main,Martin
Noel Shempsky,Patrick Kerr,24,10,recurring,Noel
Roz Doyle,Peri Gilpin,24,10,main,Roz
Woody Wiswell Jr,David Alan Basche,24,10,other,Woody
Dana,Nancy Becker-Kennedy,1,11,other,Dana
Daphne Moon,Jane Leeves,1,11,main,Daphne
Frasier Crane,Kelsey Grammer,1,11,main,Frasier
Niles Crane,David Hyde Pierce,1,11,main,Niles
Impossibly Handsome Man,Reichen Lehmkuhl,1,11,other,Impossibly
Julia Wilcox,Felicity Huffman,1,11,recurring,Julia
Kenny Daly,Tom McGowan,1,11,recurring,Kenny
Martin Crane,John Mahoney,1,11,main,Martin
Nurse Karen,Debra Monk,1,11,other,Nurse
Roz Doyle,Peri Gilpin,1,11,main,Roz
Daphne Moon,Jane Leeves,2,11,main,Daphne
Frasier Crane,Kelsey Grammer,2,11,main,Frasier
Niles Crane,David Hyde Pierce,2,11,main,Niles
Julia Wilcox,Felicity Huffman,2,11,recurring,Julia
Martin Crane,John Mahoney,2,11,main,Martin
Roz Doyle,Peri Gilpin,2,11,other,Roz
Alistair Burke,Patrick Stewart,3,11,other,Alistair
Bar Patron,David Jahn,3,11,other,Bar
Barry,David Muller,3,11,other,Barry
Clive,Michael Sean McGuinness,3,11,other,Clive
Daphne Moon,Jane Leeves,3,11,main,Daphne
Frasier Crane,Kelsey Grammer,3,11,main,Frasier
Niles Crane,David Hyde Pierce,3,11,main,Niles
Eduardo,Donald Sage Mackay,3,11,other,Eduardo
Gil Chesterton,Edward Hibbert,3,11,recurring,Gil
Glinka,Caroline Lagerfelt,3,11,other,Glinka
"Kevin, the Caller",Benjamin Bratt,3,11,other,"Kevin,"
Martin Crane,John Mahoney,3,11,main,Martin
Roz Doyle,Peri Gilpin,3,11,main,Roz
Servant,Adrian R'Mante,3,11,other,Servant
Waitress,Amita Balla,3,11,recurring,Waitress
Daphne Moon,Jane Leeves,4,11,main,Daphne
Frasier Crane,Kelsey Grammer,4,11,main,Frasier
Niles Crane,David Hyde Pierce,4,11,main,Niles
Martin Crane,John Mahoney,4,11,main,Martin
Ronee Lawrence,Wendie Malick,4,11,recurring,Ronee
Roz Doyle,Peri Gilpin,4,11,other,Roz
Ann Hodges,Julia Sweeney,5,11,other,Ann
Daphne Moon,Jane Leeves,5,11,main,Daphne
Frasier Crane,Kelsey Grammer,5,11,main,Frasier
Niles Crane,David Hyde Pierce,5,11,main,Niles
Kenny Daly,Tom McGowan,5,11,recurring,Kenny
Liz Wright,Krista Allen,5,11,other,Liz
Maitre D',Anthony Crivello,5,11,other,Maitre
Martin Crane,John Mahoney,5,11,main,Martin
Mrs. Gablyczyck,Lauri Johnson,5,11,other,Mrs.
Restaurant Owner,Paul Michael,5,11,other,Restaurant
Ronee Lawrence,Wendie Malick,5,11,recurring,Ronee
Roz Doyle,Peri Gilpin,5,11,main,Roz
Waiter,Craig Zimmerman,5,11,recurring,Waiter
Customer,CJ Jones,6,11,other,Customer
Customer,Alan Schwartz,6,11,other,Customer
Daphne Moon,Jane Leeves,6,11,main,Daphne
Frasier Crane,Kelsey Grammer,6,11,main,Frasier
Niles Crane,David Hyde Pierce,6,11,main,Niles
Larry,Eddie Bowz,6,11,other,Larry
Martin Crane,John Mahoney,6,11,main,Martin
Richard,Edward Edwards,6,11,other,Richard
Ronee Lawrence,Wendie Malick,6,11,recurring,Ronee
Roz Doyle,Peri Gilpin,6,11,main,Roz
Tenant,James Kiriyama-Lem,6,11,other,Tenant
Alex,T.R. Knight,7,11,other,Alex
Brad,Dan Castellaneta,7,11,other,Brad
Carol,Penny Johnson Jerald,7,11,other,Carol
Daphne Moon,Jane Leeves,7,11,main,Daphne
Doorman,Tim Silva,7,11,other,Doorman
Frasier Crane,Kelsey Grammer,7,11,main,Frasier
Niles Crane,David Hyde Pierce,7,11,main,Niles
Esteban de Rojo,Victor Alfieri,7,11,other,Esteban
Gertrude Moon,Millicent Martin,7,11,recurring,Gertrude
Jane,Sarah Silverman,7,11,other,Jane
Kenny Daly,Tom McGowan,7,11,recurring,Kenny
Martin Crane,John Mahoney,7,11,main,Martin
Peggy,Valerie Mahaffey,7,11,other,Peggy
Roz Doyle,Peri Gilpin,7,11,main,Roz
Shannon,Missi Pyle,7,11,other,Shannon
Daphne Moon,Jane Leeves,8,11,main,Daphne
Frasier Crane,Kelsey Grammer,8,11,main,Frasier
Niles Crane,David Hyde Pierce,8,11,main,Niles
Esteban De Rojo,Victor Alfieri,8,11,other,Esteban
Martin Crane,John Mahoney,8,11,main,Martin
Reporter,Cindy Lu,8,11,other,Reporter
Roz Doyle,Peri Gilpin,8,11,main,Roz
Waiter,James Aaron Oliver,8,11,other,Waiter
Waitress,Amita Balla,8,11,recurring,Waitress
Barista,James Aaron Oliver,9,11,other,Barista
Daphne Moon,Jane Leeves,9,11,main,Daphne
Frasier Crane,Kelsey Grammer,9,11,main,Frasier
Lilith Sternin,Bebe Neuwirth,9,11,recurring,Lilith
Niles Crane,David Hyde Pierce,9,11,main,Niles
Erin,Rachael Harris,9,11,other,Erin
Martin Crane,John Mahoney,9,11,main,Martin
Nancy,Christine Dunford,9,11,other,Nancy
Roz Doyle,Peri Gilpin,9,11,main,Roz
Sean,David Burke,9,11,other,Sean
Bandleader,Michael G. Hawkins,10,11,other,Bandleader
Caroline,Lisa Thornhill,10,11,other,Caroline
Daphne Moon,Jane Leeves,10,11,main,Daphne
Denise,Suzanne Cryer,10,11,other,Denise
Frasier Crane,Kelsey Grammer,10,11,main,Frasier
Niles Crane,David Hyde Pierce,10,11,main,Niles
Kenny Daly,Tom McGowan,10,11,recurring,Kenny
Martin Crane,John Mahoney,10,11,main,Martin
Plum Sanders,Heidi Mokrycki,10,11,other,Plum
Randall Schoonover,Stephen Spinella,10,11,other,Randall
Roz Doyle,Peri Gilpin,10,11,main,Roz
Andi,Marisa Guterman,11,11,other,Andi
Daphne Moon,Jane Leeves,11,11,main,Daphne
Frasier Crane,Kelsey Grammer,11,11,main,Frasier
Niles Crane,David Hyde Pierce,11,11,main,Niles
Frederick Crane,Trevor Einhorn,11,11,recurring,Frederick
Man in Café,Grinnell Morris,11,11,other,Man
Martin Crane,John Mahoney,11,11,main,Martin
Natalie Blanc,Musetta Vander,11,11,other,Natalie
Roz Doyle,Peri Gilpin,11,11,main,Roz
Waiter,Joseph Keane,11,11,recurring,Waiter
Waitress,Amita Balla,11,11,recurring,Waitress
Britney,Hilary Duff,12,11,other,Britney
Bulldog Briscoe,Dan Butler,12,11,recurring,Bulldog
Celeste,Penny Marshall,12,11,other,Celeste
Celeste's Mother,Estelle Parsons,12,11,other,Celeste's
Daphne Moon,Jane Leeves,12,11,main,Daphne
Frasier Crane,Kelsey Grammer,12,11,main,Frasier
Niles Crane,David Hyde Pierce,12,11,main,Niles
Gil Chesterton,Edward Hibbert,12,11,recurring,Gil
Kelly Kirkland,Bess Armstrong,12,11,other,Kelly
Kenny Daly,Tom McGowan,12,11,recurring,Kenny
Martin Crane,John Mahoney,12,11,main,Martin
Morrie,Stanley Tucci,12,11,other,Morrie
Noel Shempsky,Patrick Kerr,12,11,recurring,Noel
Roz Doyle,Peri Gilpin,12,11,main,Roz
Wayne,Bill Kirchenbauer,12,11,other,Wayne
Ann Hodges,Julia Sweeney,13,11,other,Ann
Caroline,Lisa Thornhill,13,11,other,Caroline
Daphne Moon,Jane Leeves,13,11,main,Daphne
Doctor,Ossie Mair,13,11,recurring,Doctor
Frasier Crane,Kelsey Grammer,13,11,main,Frasier
Niles Crane,David Hyde Pierce,13,11,main,Niles
Marta,Irene Olga López,13,11,recurring,Marta
Martin Crane,John Mahoney,13,11,main,Martin
Policeman,John Kapelos,13,11,other,Policeman
Roz Doyle,Peri Gilpin,13,11,main,Roz
Daphne Moon,Jane Leeves,14,11,main,Daphne
Frasier Crane,Kelsey Grammer,14,11,main,Frasier
Niles Crane,David Hyde Pierce,14,11,main,Niles
Fantasy Martin,Audra Lynn,14,11,other,Fantasy
Fantasy Plumber,Suzy Sands,14,11,other,Fantasy
Martin Crane,John Mahoney,14,11,main,Martin
Ronee Lawrence,Wendie Malick,14,11,recurring,Ronee
Roz Doyle,Peri Gilpin,14,11,main,Roz
The Cable Woman,Christina Cindrich,14,11,other,The
Alice May Doyle,Ashley Thomas,15,11,recurring,Alice
Bunny,Larry Cedar,15,11,other,Bunny
Bunny,John Lathan,15,11,other,Bunny
Daphne Moon,Jane Leeves,15,11,main,Daphne
Donald,Don McManus,15,11,other,Donald
Frasier Crane,Kelsey Grammer,15,11,main,Frasier
Niles Crane,David Hyde Pierce,15,11,main,Niles
Kangaroo,Robert Towers,15,11,other,Kangaroo
Martin Crane,John Mahoney,15,11,main,Martin
Nanny G,Laurie Metcalf,15,11,other,Nanny
Panda,Jody Ashworth,15,11,other,Panda
Roz Doyle,Peri Gilpin,15,11,main,Roz
Daphne Moon,Jane Leeves,16,11,recurring,Daphne
Doctor,Gerald Downey,16,11,recurring,Doctor
Frasier Crane,Kelsey Grammer,16,11,main,Frasier
Niles Crane,David Hyde Pierce,16,11,main,Niles
Man in Hospital,Gregory Wagrowski,16,11,other,Man
Martin Crane,John Mahoney,16,11,main,Martin
Mimi,Stephanie Faracy,16,11,other,Mimi
Nurse,Lorraine Toussaint,16,11,recurring,Nurse
Ronee Lawrence,Wendie Malick,16,11,recurring,Ronee
Roz Doyle,Peri Gilpin,16,11,main,Roz
Babette the Caller,Helen Mirren,17,11,other,Babette
Daphne Moon,Jane Leeves,17,11,main,Daphne
Frasier Crane,Kelsey Grammer,17,11,main,Frasier
Niles Crane,David Hyde Pierce,17,11,main,Niles
Florence,Phyllis Flax,17,11,other,Florence
Janelle,Bernadette Birkett,17,11,other,Janelle
Martin Crane,John Mahoney,17,11,main,Martin
Opal,Estelle Parsons,17,11,other,Opal
Roland,Jack Laufer,17,11,other,Roland
Ronee Lawrence,Wendie Malick,17,11,recurring,Ronee
Roz Doyle,Peri Gilpin,17,11,main,Roz
Sarah,Linda Gehringer,17,11,other,Sarah
Willa Haver,Gabrielle Miller,17,11,other,Willa
Brad,Elon Gold,18,11,other,Brad
Charlotte,Laura Linney,18,11,recurring,Charlotte
Cindy,Stacey Travis,18,11,other,Cindy
Creationism Date,Beth Littleford,18,11,other,Creationism
Daphne Moon,Jane Leeves,18,11,main,Daphne
Frasier Crane,Kelsey Grammer,18,11,main,Frasier
Niles Crane,David Hyde Pierce,18,11,main,Niles
ss Date,Ellen Ratner,18,11,other,ss
Ellie,Kirsten Nelson,18,11,other,Ellie
Harvest,Ann Magnuson,18,11,other,Harvest
Horny Date,Rachel Dratch,18,11,other,Horny
Martin Crane,John Mahoney,18,11,main,Martin
Roz Doyle,Peri Gilpin,18,11,main,Roz
Teen Date,Kate Steele,18,11,other,Teen
Wig Date,Suzanne Lee Singh,18,11,other,Wig
Betty,Marian Seldes,19,11,other,Betty
Charlotte,Laura Linney,19,11,recurring,Charlotte
Daphne Moon,Jane Leeves,19,11,main,Daphne
Frasier Crane,Kelsey Grammer,19,11,main,Frasier
Niles Crane,David Hyde Pierce,19,11,main,Niles
Frank,Aaron Eckhart,19,11,recurring,Frank
Guy in Bar,Tom Hughes,19,11,other,Guy
Kim,Jennifer Tilly,19,11,other,Kim
Martin Crane,John Mahoney,19,11,main,Martin
Ronee Lawrence,Wendie Malick,19,11,recurring,Ronee
Roz Doyle,Peri Gilpin,19,11,main,Roz
Charlotte,Laura Linney,20,11,recurring,Charlotte
Daphne Moon,Jane Leeves,20,11,main,Daphne
Frasier Crane,Kelsey Grammer,20,11,main,Frasier
Niles Crane,David Hyde Pierce,20,11,main,Niles
Frank,Aaron Eckhart,20,11,recurring,Frank
Georges,Michael Des Barres,20,11,other,Georges
Martin Crane,John Mahoney,20,11,main,Martin
Ronee Lawrence,Wendie Malick,20,11,recurring,Ronee
Roz Doyle,Peri Gilpin,20,11,main,Roz
Steve,Chris Diamantopoulos,20,11,other,Steve
Amber Licious,Cady Huffman,21,11,other,Amber
Becky,Blake Lindsley,21,11,other,Becky
Charlotte,Laura Linney,21,11,recurring,Charlotte
Daphne Moon,Jane Leeves,21,11,main,Daphne
Frasier Crane,Kelsey Grammer,21,11,main,Frasier
Niles Crane,David Hyde Pierce,21,11,main,Niles
Harbin,Stephen Root,21,11,other,Harbin
Jonathan,Todd Louiso,21,11,other,Jonathan
Martin Crane,John Mahoney,21,11,main,Martin
Roz Doyle,Peri Gilpin,21,11,main,Roz
Sue,Celia Weston,21,11,other,Sue
Daphne Moon,Jane Leeves,22,11,main,Daphne
Frasier Crane,Kelsey Grammer,22,11,main,Frasier
Niles Crane,David Hyde Pierce,22,11,main,Niles
Kenny Daly,Tom McGowan,22,11,recurring,Kenny
Lizbeth,Rosie Perez,22,11,other,Lizbeth
Martin Crane,John Mahoney,22,11,main,Martin
Roz Doyle,Peri Gilpin,22,11,main,Roz
Alice May Doyle,Ashley Thomas,23,11,recurring,Alice
Bebe Glazer,Harriet Sansom Harris,23,11,recurring,Bebe
Charlotte,Laura Linney,23,11,recurring,Charlotte
Clint,Mark Deklin,23,11,other,Clint
Daphne Moon,Jane Leeves,23,11,main,Daphne
Anne Ranberg,Jennifer Beals,23,11,other,Anne
Frasier Crane,Kelsey Grammer,23,11,main,Frasier
Niles Crane,David Hyde Pierce,23,11,main,Niles
Kenny Daly,Tom McGowan,23,11,recurring,Kenny
Martin Crane,John Mahoney,23,11,main,Martin
Michael Moon,Robbie Coltrane,23,11,other,Michael
Ronee Lawrence,Wendie Malick,23,11,recurring,Ronee
Roz Doyle,Peri Gilpin,23,11,main,Roz
Simon Moon,Anthony LaPaglia,23,11,recurring,Simon
Stephen Moon,Richard E. Grant,23,11,other,Stephen
Bebe Glazer,Harriet Sansom Harris,24,11,recurring,Bebe
Daphne Moon,Jane Leeves,24,11,main,Daphne
Anne Ranberg,Jennifer Beals,24,11,other,Anne
Frasier Crane,Kelsey Grammer,24,11,main,Frasier
Hauck,Jason Biggs,24,11,other,Hauck
Niles Crane,David Hyde Pierce,24,11,main,Niles
Gil Chesterton,Edward Hibbert,24,11,recurring,Gil
Martin Crane,John Mahoney,24,11,main,Martin
Moving Man,Cleto Augusto,24,11,other,Moving
Noel Shempsky,Patrick Kerr,24,11,recurring,Noel
Paramedic Rob,Marc Wilson,24,11,other,Paramedic
Rachel,Arleen Sorkin,24,11,other,Rachel
Ronee Lawrence,Wendie Malick,24,11,recurring,Ronee
Roz Doyle,Peri Gilpin,24,11,main,Roz
Steve Glazer,Chris Marcil,24,11,other,Steve
